ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Caffeine,Cannabis,Chocolate,Legal High,Nicotine,Illicit Drugs
403,45-54,1.09449,Male,Left at 16,UK,White,0.13606,-1.09207,-0.45174,-1.62090,-0.65253,1.86203,1.22470,CL5,CL6,CL6,CL6,CL2,CL6,1
404,18-24,-0.95197,Male,Some College,UK,White,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,CL5,CL5,CL5,CL6,CL0,CL0,0
405,18-24,-0.95197,Male,University Degree,UK,White,-1.43907,0.63779,-0.31776,-0.76096,-0.40581,-1.37983,-0.52593,CL5,CL5,CL5,CL5,CL0,CL6,1
406,45-54,1.09449,Male,Left at 17,UK,White,0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,CL3,CL6,CL6,CL6,CL0,CL6,1
407,18-24,-0.95197,Female,Left before 16,UK,White,0.13606,1.58487,1.88511,1.28610,-0.00665,1.29221,0.76540,CL5,CL6,CL5,CL6,CL4,CL6,1
408,45-54,1.09449,Female,University Degree,UK,White,1.83990,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,CL3,CL6,CL6,CL6,CL3,CL6,1
409,35-44,0.49788,Male,Left at 17,UK,Other,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987,CL6,CL6,CL6,CL2,CL0,CL6,1
410,25-34,-0.07854,Male,University Degree,UK,White,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,CL3,CL6,CL6,CL6,CL2,CL6,1
411,35-44,0.49788,Female,Professional Diploma,USA,White,-1.55078,0.80523,0.72330,0.28783,0.58489,-0.21712,0.40148,CL1,CL6,CL6,CL6,CL0,CL6,1
412,45-54,1.09449,Male,Left at 18,UK,White,1.02119,-1.37639,0.44585,0.94156,-1.38502,0.88113,0.40148,CL5,CL6,CL6,CL6,CL2,CL2,1
413,35-44,0.49788,Female,Some College,Other,White,-0.46725,-1.50796,0.29338,0.13136,-1.64101,-0.21712,-0.84637,CL3,CL3,CL1,CL6,CL0,CL1,1
414,25-34,-0.07854,Female,University Degree,UK,White,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,CL6,CL3,CL2,CL6,CL0,CL2,1
415,35-44,0.49788,Male,Some College,UK,White,0.04257,-0.15487,0.72330,0.13136,-0.40581,-0.21712,-0.21575,CL5,CL6,CL6,CL5,CL2,CL6,1
416,35-44,0.49788,Female,Some College,UK,White,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,CL6,CL6,CL1,CL4,CL0,CL1,1
417,18-24,-0.95197,Male,Left at 18,UK,White,-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.76540,CL6,CL6,CL6,CL6,CL4,CL5,1
418,18-24,-0.95197,Male,Some College,UK,White,-0.05188,-0.69509,0.29338,-2.21844,-1.25773,0.19268,0.76540,CL5,CL6,CL6,CL5,CL3,CL6,1
419,25-34,-0.07854,Male,Some College,UK,White,-0.79151,0.96248,0.14143,-1.07533,-0.65253,1.29221,1.92173,CL5,CL5,CL2,CL4,CL0,CL2,1
420,25-34,-0.07854,Female,Doctorate Degree,UK,White,0.31287,0.00332,1.06238,-0.45321,0.41594,-0.21712,-0.21575,CL6,CL6,CL4,CL5,CL0,CL0,1
421,25-34,-0.07854,Male,University Degree,UK,White,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,CL6,CL6,CL0,CL6,CL0,CL0,0
422,18-24,-0.95197,Male,Left at 18,UK,White,0.31287,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.76540,CL4,CL6,CL6,CL4,CL0,CL5,1
423,25-34,-0.07854,Male,Some College,UK,White,0.31287,-1.76250,-1.42424,-0.30172,-0.40581,0.52975,-0.84637,CL5,CL6,CL2,CL6,CL0,CL6,1
424,35-44,0.49788,Male,Professional Diploma,UK,White,-0.79151,-0.15487,-0.01928,1.81866,-0.65253,-0.21712,-1.18084,CL4,CL6,CL6,CL6,CL2,CL6,1
425,35-44,0.49788,Female,University Degree,UK,White/Asian,-1.05308,0.80523,-0.71727,1.28610,0.93949,-0.21712,-0.84637,CL6,CL6,CL0,CL6,CL0,CL1,0
426,45-54,1.09449,Female,Doctorate Degree,USA,White,0.52135,0.00332,1.65653,0.94156,-0.00665,1.29221,0.40148,CL3,CL6,CL6,CL6,CL2,CL1,1
427,35-44,0.49788,Male,University Degree,UK,White,-0.34799,-0.30033,0.14143,-0.30172,-1.64101,-0.21712,-0.84637,CL6,CL6,CL5,CL5,CL3,CL5,1
428,45-54,1.09449,Male,Left at 16,UK,White,0.22393,0.00332,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,CL5,CL5,CL1,CL4,CL0,CL1,1
429,35-44,0.49788,Male,University Degree,Other,White,0.62967,-0.80615,-0.17779,-1.34289,-0.14277,0.88113,0.07987,CL6,CL6,CL6,CL5,CL3,CL0,1
430,25-34,-0.07854,Female,Left at 18,UK,White,-0.92104,-0.15487,-2.09015,0.28783,0.75830,-1.37983,-1.54858,CL5,CL6,CL2,CL6,CL0,CL2,1
431,25-34,-0.07854,Male,Left before 16,UK,White,0.22393,-0.94779,-1.42424,-0.76096,-0.27607,-0.21712,-0.21575,CL5,CL6,CL1,CL6,CL0,CL6,1
432,25-34,-0.07854,Female,Left at 18,UK,White,0.04257,0.32197,-0.97631,0.94156,-1.01450,0.19268,-0.21575,CL5,CL6,CL2,CL5,CL0,CL5,1
433,25-34,-0.07854,Male,University Degree,UK,White,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,CL5,CL5,CL0,CL5,CL0,CL0,0
434,45-54,1.09449,Female,Left at 16,UK,White,0.22393,1.93886,-1.11902,1.28610,-0.14277,1.86203,0.76540,CL6,CL2,CL2,CL4,CL0,CL3,1
435,18-24,-0.95197,Female,University Degree,UK,White,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,CL5,CL6,CL0,CL6,CL0,CL0,1
436,25-34,-0.07854,Female,University Degree,UK,White,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,CL4,CL4,CL0,CL6,CL0,CL0,0
437,55-64,1.82213,Male,Some College,USA,White,-0.67825,-0.30033,1.06238,1.81866,0.75830,-1.37983,-1.18084,CL1,CL2,CL6,CL5,CL0,CL0,1
438,45-54,1.09449,Male,Left at 16,UK,White,-1.43907,0.47617,0.29338,-0.91699,0.41594,0.52975,0.40148,CL6,CL6,CL6,CL4,CL0,CL2,1
439,25-34,-0.07854,Female,University Degree,USA,White,2.82196,-0.43999,-0.84732,-1.77200,-2.04506,0.88113,0.07987,CL5,CL6,CL2,CL6,CL2,CL6,1
440,18-24,-0.95197,Female,Some College,USA,White,1.37297,-0.30033,0.29338,-0.15487,-1.78169,0.19268,-0.21575,CL4,CL5,CL4,CL6,CL0,CL3,1
441,35-44,0.49788,Female,University Degree,UK,White,-0.46725,0.47617,-0.58331,0.76096,1.81175,-0.21712,-0.52593,CL6,CL6,CL2,CL6,CL0,CL2,1
442,18-24,-0.95197,Female,Some College,UK,White,-0.67825,1.45421,-2.09015,-0.01729,0.58489,0.52975,0.07987,CL3,CL5,CL2,CL6,CL0,CL0,0
443,25-34,-0.07854,Female,Masters Degree,UK,White,-0.92104,0.00332,0.29338,-0.15487,-0.00665,0.19268,0.07987,CL5,CL6,CL6,CL6,CL3,CL6,1
444,35-44,0.49788,Male,Left at 16,UK,White,0.41667,0.63779,-0.71727,-0.76096,-0.27607,-0.21712,-0.21575,CL5,CL6,CL1,CL6,CL0,CL5,0
445,45-54,1.09449,Female,Professional Diploma,UK,White,-0.46725,0.80523,0.58331,0.13136,0.75830,-2.55524,-0.84637,CL5,CL6,CL0,CL6,CL0,CL0,0
446,45-54,1.09449,Female,University Degree,UK,White,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.54858,CL5,CL6,CL0,CL5,CL0,CL6,0
447,25-34,-0.07854,Female,University Degree,UK,White,0.22393,-1.09207,0.44585,2.75696,-0.65253,-0.71126,0.40148,CL6,CL5,CL3,CL5,CL3,CL6,1
448,25-34,-0.07854,Male,Masters Degree,UK,White,0.04257,-0.15487,-0.84732,-0.76096,-1.13788,1.29221,0.07987,CL6,CL6,CL2,CL6,CL2,CL6,1
449,18-24,-0.95197,Female,Some College,UK,White,1.13281,1.45421,1.06238,-1.77200,-0.89891,1.29221,1.22470,CL5,CL6,CL3,CL5,CL3,CL5,1
450,18-24,-0.95197,Male,University Degree,UK,White,-0.34799,0.63779,0.44585,-0.30172,0.75830,-0.21712,0.07987,CL5,CL3,CL3,CL6,CL3,CL0,1
451,18-24,-0.95197,Female,University Degree,UK,White,0.73545,-0.15487,-0.84732,0.59042,-1.01450,0.52975,0.07987,CL5,CL6,CL5,CL4,CL2,CL6,1
452,18-24,-0.95197,Female,Masters Degree,UK,White,-1.19430,0.80523,-0.84732,-0.15487,0.75830,0.19268,-0.52593,CL5,CL4,CL2,CL5,CL0,CL2,0
453,35-44,0.49788,Female,University Degree,UK,White,-0.14882,-0.15487,0.14143,0.13136,0.93949,-1.37983,0.07987,CL5,CL3,CL2,CL6,CL0,CL3,1
454,25-34,-0.07854,Male,University Degree,UK,White,1.23461,-1.76250,-0.31776,0.13136,0.41594,-1.37983,-0.21575,CL5,CL4,CL3,CL5,CL2,CL2,1
455,45-54,1.09449,Male,Doctorate Degree,UK,White,-0.14882,-0.57545,0.88309,-0.76096,-0.27607,1.86203,0.76540,CL6,CL6,CL6,CL6,CL4,CL4,1
456,18-24,-0.95197,Female,University Degree,UK,White,0.82562,-0.80615,0.72330,-0.76096,-2.57309,0.88113,-0.21575,CL6,CL6,CL3,CL5,CL4,CL5,1
457,35-44,0.49788,Male,University Degree,UK,White,1.60383,-0.43999,0.29338,-2.21844,-0.65253,0.88113,0.40148,CL6,CL6,CL4,CL6,CL2,CL6,1
458,35-44,0.49788,Female,Masters Degree,UK,White,-0.46725,-0.57545,0.14143,0.59042,0.75830,-1.37983,-2.07848,CL5,CL6,CL1,CL6,CL0,CL0,0
459,18-24,-0.95197,Female,University Degree,UK,White,0.62967,0.00332,0.14143,0.59042,0.12331,-0.21712,0.07987,CL6,CL6,CL6,CL6,CL4,CL6,1
460,25-34,-0.07854,Male,Masters Degree,UK,White,0.91093,1.28610,1.88511,-2.53830,-0.40581,0.52975,0.07987,CL4,CL6,CL4,CL6,CL3,CL5,1
461,18-24,-0.95197,Female,University Degree,UK,White,1.23461,-1.37639,1.24033,-1.77200,0.25953,0.88113,0.07987,CL6,CL6,CL5,CL6,CL3,CL6,1
462,18-24,-0.95197,Male,Some College,UK,White,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,CL5,CL6,CL2,CL4,CL2,CL0,1
463,35-44,0.49788,Male,Some College,UK,White,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.22470,CL3,CL6,CL2,CL6,CL2,CL6,1
464,45-54,1.09449,Male,Left at 18,UK,White,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,CL6,CL6,CL1,CL3,CL1,CL3,1
465,18-24,-0.95197,Female,University Degree,UK,White,0.31287,-0.80615,1.06238,0.76096,0.93949,0.19268,-0.21575,CL5,CL5,CL3,CL5,CL2,CL6,1
466,18-24,-0.95197,Female,Masters Degree,UK,White,1.37297,-1.09207,-0.01928,-0.45321,-0.40581,1.29221,0.76540,CL5,CL6,CL2,CL6,CL0,CL6,1
467,18-24,-0.95197,Female,University Degree,UK,Asian,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.76540,CL0,CL6,CL6,CL5,CL2,CL6,1
468,45-54,1.09449,Male,University Degree,UK,White,0.22393,0.00332,1.24033,-0.01729,1.46191,-0.21712,-0.21575,CL6,CL2,CL1,CL5,CL0,CL2,1
469,35-44,0.49788,Male,University Degree,UK,White,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,CL6,CL6,CL0,CL6,CL0,CL0,0
470,25-34,-0.07854,Male,University Degree,UK,White,-1.19430,1.74091,1.43533,0.76096,-0.00665,0.88113,1.22470,CL5,CL6,CL3,CL5,CL2,CL6,1
471,45-54,1.09449,Female,Left at 16,USA,White,2.82196,-1.63340,-1.42424,1.61108,-2.04506,-0.21712,0.07987,CL3,CL6,CL1,CL6,CL0,CL6,1
472,18-24,-0.95197,Female,University Degree,UK,White,0.13606,0.80523,0.29338,-0.15487,0.75830,-0.71126,-0.84637,CL4,CL6,CL0,CL6,CL0,CL0,0
473,18-24,-0.95197,Male,Masters Degree,UK,White/Black,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,CL5,CL6,CL6,CL5,CL2,CL6,1
474,18-24,-0.95197,Female,Left before 16,UK,White,0.31287,0.00332,-0.17779,1.28610,-0.00665,0.19268,-0.21575,CL5,CL6,CL3,CL5,CL2,CL6,1
475,35-44,0.49788,Female,Some College,USA,White,1.37297,0.00332,-0.45174,-0.76096,-0.52745,0.88113,-0.21575,CL2,CL6,CL6,CL5,CL0,CL6,1
476,55-64,1.82213,Female,University Degree,UK,White/Asian,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,CL6,CL6,CL0,CL5,CL0,CL0,0
477,45-54,1.09449,Female,University Degree,USA,White,-1.19430,0.96248,-0.45174,0.76096,0.93949,-0.71126,-0.84637,CL3,CL6,CL6,CL4,CL0,CL1,1
478,35-44,0.49788,Male,University Degree,UK,White,1.72012,-0.94779,0.58331,-1.77200,-0.40581,0.19268,-0.84637,CL6,CL6,CL2,CL3,CL0,CL6,1
479,35-44,0.49788,Female,Professional Diploma,UK,White,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,1.29221,0.76540,CL6,CL6,CL2,CL5,CL0,CL6,1
480,25-34,-0.07854,Female,University Degree,UK,White,0.41667,0.80523,-0.31776,0.94156,0.58489,-0.21712,0.07987,CL6,CL6,CL2,CL6,CL0,CL2,0
481,25-34,-0.07854,Female,Masters Degree,Australia,White,0.41667,-0.43999,1.43533,1.45039,0.25953,0.19268,0.40148,CL6,CL6,CL2,CL5,CL0,CL3,1
482,18-24,-0.95197,Male,Some College,USA,White,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.84637,CL3,CL6,CL3,CL4,CL3,CL6,1
483,35-44,0.49788,Female,University Degree,Australia,White,1.02119,0.16767,0.29338,-0.15487,0.58489,0.19268,0.40148,CL6,CL6,CL3,CL5,CL0,CL6,1
484,35-44,0.49788,Male,Some College,UK,White,-0.67825,-0.15487,0.29338,0.13136,1.63088,-0.71126,-0.21575,CL0,CL6,CL6,CL2,CL0,CL3,1
485,25-34,-0.07854,Female,University Degree,UK,White,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,CL2,CL5,CL6,CL5,CL2,CL3,1
486,35-44,0.49788,Female,Left at 16,UK,White,-0.58016,0.96248,-0.58331,0.76096,-0.27607,-1.37983,-1.18084,CL4,CL6,CL6,CL6,CL0,CL6,1
487,45-54,1.09449,Female,Left at 16,UK,White,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.84637,CL6,CL6,CL6,CL5,CL0,CL6,1
488,25-34,-0.07854,Male,Left at 18,Other,White,1.49158,-1.63340,1.06238,-0.76096,-1.38502,-0.71126,-1.18084,CL5,CL6,CL5,CL4,CL2,CL5,1
489,35-44,0.49788,Female,Left at 18,USA,White,1.83990,-1.76250,1.24033,-1.07533,0.25953,0.19268,-0.52593,CL4,CL6,CL6,CL6,CL0,CL6,1
490,25-34,-0.07854,Male,Left at 16,UK,White,0.41667,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.22470,CL6,CL6,CL6,CL6,CL3,CL3,1
491,18-24,-0.95197,Male,Left before 16,UK,White,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,CL3,CL0,CL6,CL4,CL4,CL0,0
492,18-24,-0.95197,Male,Some College,UK,White,-1.05308,1.11406,0.88309,-1.34289,-1.38502,-0.71126,1.22470,CL5,CL6,CL6,CL5,CL4,CL5,1
493,45-54,1.09449,Female,Professional Diploma,UK,White,0.62967,0.80523,0.44585,-0.30172,-0.78155,1.29221,1.92173,CL5,CL6,CL6,CL5,CL0,CL6,1
494,18-24,-0.95197,Male,Left at 18,UK,White,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,CL6,CL5,CL6,CL4,CL3,CL4,1
495,18-24,-0.95197,Male,Professional Diploma,UK,White,0.52135,-0.57545,0.88309,-0.01729,0.25953,0.88113,0.76540,CL5,CL6,CL6,CL5,CL3,CL6,1
496,18-24,-0.95197,Male,Some College,UK,White,0.73545,-1.63340,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,CL6,CL6,CL3,CL5,CL3,CL6,1
497,18-24,-0.95197,Male,Professional Diploma,Other,Other,-1.19430,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,CL4,CL6,CL6,CL5,CL0,CL6,1
498,55-64,1.82213,Male,Some College,USA,White,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,CL3,CL6,CL2,CL6,CL3,CL6,1
499,25-34,-0.07854,Male,Masters Degree,UK,White,0.04257,1.28610,2.90161,-0.60633,-0.00665,-0.71126,0.07987,CL6,CL6,CL2,CL6,CL0,CL6,1
500,25-34,-0.07854,Male,Left at 16,Other,White,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,CL4,CL6,CL6,CL5,CL0,CL6,1
501,55-64,1.82213,Female,Some College,UK,White,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.22470,CL5,CL6,CL6,CL6,CL2,CL2,1
502,35-44,0.49788,Female,Professional Diploma,Republic of Ireland,White,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.76540,CL3,CL6,CL6,CL6,CL3,CL6,1
503,25-34,-0.07854,Female,Professional Diploma,UK,White,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,CL3,CL6,CL2,CL5,CL0,CL6,1
504,18-24,-0.95197,Male,Some College,USA,White,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.76540,CL5,CL6,CL6,CL6,CL0,CL5,1
505,55-64,1.82213,Female,Professional Diploma,Canada,White,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.76540,CL1,CL5,CL5,CL4,CL6,CL1,1
506,35-44,0.49788,Male,Left at 16,UK,White,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,CL1,CL6,CL6,CL5,CL0,CL6,1
507,45-54,1.09449,Male,Professional Diploma,Other,White,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,CL3,CL6,CL2,CL6,CL0,CL6,1
508,35-44,0.49788,Male,University Degree,UK,White,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,CL4,CL6,CL2,CL5,CL2,CL2,1
509,25-34,-0.07854,Male,University Degree,UK,White,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,CL3,CL5,CL6,CL6,CL0,CL6,1
510,35-44,0.49788,Male,Left at 16,UK,White,1.49158,-1.09207,-1.11902,-1.77200,-0.78155,-0.71126,0.07987,CL5,CL5,CL2,CL6,CL0,CL2,1
511,35-44,0.49788,Female,Masters Degree,Other,White,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,CL5,CL5,CL0,CL5,CL0,CL1,1
512,35-44,0.49788,Male,University Degree,UK,White,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,CL5,CL6,CL5,CL5,CL0,CL5,1
513,45-54,1.09449,Female,Masters Degree,UK,White,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,CL5,CL6,CL5,CL6,CL0,CL5,1
514,18-24,-0.95197,Male,Some College,UK,White,0.41667,0.47617,0.58331,0.13136,-1.01450,1.86203,0.40148,CL6,CL6,CL6,CL6,CL3,CL6,1
515,55-64,1.82213,Male,Left at 16,USA,White,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,CL3,CL6,CL5,CL6,CL0,CL6,1
516,35-44,0.49788,Male,Left at 16,UK,White,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,CL6,CL5,CL0,CL6,CL0,CL6,0
517,18-24,-0.95197,Female,Left at 17,USA,White,-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,CL5,CL6,CL6,CL5,CL4,CL6,1
518,35-44,0.49788,Female,Left at 16,UK,White,-0.14882,0.16767,-0.71727,-1.62090,0.25953,-0.21712,-0.52593,CL6,CL6,CL2,CL6,CL0,CL6,1
519,25-34,-0.07854,Female,Masters Degree,UK,White,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,CL2,CL6,CL2,CL5,CL0,CL2,1
520,25-34,-0.07854,Male,Professional Diploma,Other,White,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.22470,CL2,CL6,CL6,CL6,CL0,CL6,1
521,25-34,-0.07854,Male,Masters Degree,UK,White,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.22470,CL5,CL5,CL3,CL5,CL0,CL5,1
522,35-44,0.49788,Female,University Degree,UK,White,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,CL5,CL6,CL3,CL5,CL0,CL5,1
523,45-54,1.09449,Female,Left at 16,Australia,White,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,CL3,CL5,CL4,CL6,CL0,CL6,1
524,18-24,-0.95197,Male,Some College,USA,White,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,CL5,CL6,CL6,CL5,CL0,CL6,1
525,18-24,-0.95197,Male,Some College,UK,White,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,CL5,CL6,CL6,CL6,CL4,CL6,0
526,35-44,0.49788,Female,Left before 16,UK,White,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,CL2,CL6,CL2,CL5,CL0,CL3,1
527,45-54,1.09449,Female,University Degree,Australia,White,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,CL5,CL0,CL6,CL3,CL0,CL0,1
528,55-64,1.82213,Male,Left at 18,UK,White,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,CL6,CL6,CL0,CL4,CL0,CL1,0
529,18-24,-0.95197,Male,Professional Diploma,UK,White,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987,CL4,CL4,CL5,CL5,CL2,CL4,1
530,35-44,0.49788,Male,Doctorate Degree,UK,White,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,CL6,CL6,CL2,CL5,CL0,CL0,0
531,25-34,-0.07854,Female,Professional Diploma,UK,White,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.22470,CL5,CL6,CL3,CL6,CL0,CL5,1
532,55-64,1.82213,Male,University Degree,UK,White,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,CL5,CL6,CL1,CL4,CL0,CL0,0
533,45-54,1.09449,Male,University Degree,UK,White,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.76540,CL5,CL6,CL6,CL5,CL0,CL6,1
534,18-24,-0.95197,Female,University Degree,UK,White,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,CL4,CL5,CL0,CL3,CL0,CL2,1
535,25-34,-0.07854,Male,Masters Degree,UK,White,-0.34799,-0.15487,-0.71727,-1.62090,-0.65253,0.52975,0.07987,CL4,CL5,CL0,CL6,CL0,CL0,0
536,35-44,0.49788,Female,Masters Degree,UK,White,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,CL6,CL6,CL0,CL5,CL0,CL2,0
537,25-34,-0.07854,Female,University Degree,USA,White,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,CL5,CL6,CL2,CL4,CL0,CL6,1
538,18-24,-0.95197,Female,University Degree,UK,White,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,CL6,CL5,CL4,CL5,CL3,CL3,1
539,45-54,1.09449,Female,Some College,UK,Asian,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,CL0,CL6,CL0,CL5,CL0,CL6,0
540,35-44,0.49788,Female,University Degree,UK,White,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,CL6,CL6,CL0,CL5,CL0,CL1,0
541,45-54,1.09449,Male,Masters Degree,UK,White,-1.32828,1.28610,-0.17779,0.59042,1.81175,-2.55524,-1.18084,CL6,CL6,CL0,CL6,CL0,CL0,1
542,45-54,1.09449,Female,University Degree,UK,White,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,CL5,CL6,CL1,CL6,CL0,CL2,1
543,45-54,1.09449,Female,University Degree,Other,Black,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,CL4,CL6,CL0,CL6,CL0,CL0,0
544,35-44,0.49788,Male,Left at 17,UK,White,0.73545,0.80523,0.88309,-1.21213,-1.01450,0.19268,1.22470,CL6,CL6,CL5,CL5,CL4,CL6,1
545,25-34,-0.07854,Female,University Degree,UK,White,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,CL6,CL5,CL0,CL5,CL0,CL5,1
546,18-24,-0.95197,Female,Left at 16,UK,White,1.23461,-0.57545,-0.71727,-0.76096,-1.01450,1.29221,-0.21575,CL5,CL6,CL4,CL5,CL0,CL6,1
547,35-44,0.49788,Female,Professional Diploma,UK,White,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,CL5,CL6,CL0,CL6,CL0,CL0,1
548,45-54,1.09449,Female,Some College,USA,White,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,CL2,CL6,CL2,CL6,CL0,CL6,1
549,25-34,-0.07854,Female,Masters Degree,UK,White,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,CL5,CL6,CL0,CL5,CL0,CL0,0
550,18-24,-0.95197,Male,University Degree,UK,White,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,CL4,CL6,CL0,CL6,CL0,CL2,0
551,25-34,-0.07854,Female,Masters Degree,Other,White,-1.19430,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,CL4,CL5,CL2,CL0,CL0,CL3,0
552,18-24,-0.95197,Female,University Degree,UK,White,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,CL6,CL6,CL3,CL5,CL0,CL2,0
553,35-44,0.49788,Female,Masters Degree,UK,White,-0.79151,1.28610,0.14143,-1.07533,1.13407,-0.21712,1.22470,CL4,CL6,CL4,CL5,CL3,CL3,1
554,18-24,-0.95197,Female,Masters Degree,UK,White,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,CL2,CL6,CL0,CL5,CL0,CL0,0
555,25-34,-0.07854,Female,Masters Degree,Other,White/Black,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,CL6,CL6,CL2,CL6,CL0,CL0,0
556,25-34,-0.07854,Female,Doctorate Degree,UK,White,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,CL4,CL6,CL0,CL6,CL0,CL0,0
